Fiscal_Year,Fiscal_Period,Department,Program,Expense_Category,Fund,Vendor_Name,Vendor_Number,Payment_Number,Payment_Method,Payment_Issue_date,Payment_Status,Amount
2014,12,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,"RON'S ELECTRIC, INC.",200976,S0071800,Check,6/6/14 0:00,Paid,"$101,970.00 "
2015,1,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,STANDARD SHEETMETAL AND,274053,B0000324,Check,7/24/14 0:00,Paid,"$164,928.50 "
2015,2,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,STANDARD SHEETMETAL AND,274053,B0000542,Check,8/7/14 0:00,Paid,"$25,363.00 "
2015,5,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,STANDARD SHEETMETAL AND,274053,B0002088,Check,11/14/14 0:00,Paid,"$42,144.00 "
2014,7,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,STANDARD SHEETMETAL AND,274053,B0002816,Check,1/24/14 0:00,Paid,"$72,300.00 "
2014,8,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,STANDARD SHEETMETAL AND,274053,B0003233,Check,2/21/14 0:00,Paid,"$139,050.00 "
2014,9,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,STANDARD SHEETMETAL AND,274053,B0003661,Check,3/24/14 0:00,Paid,"$141,500.00 "
2015,2,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,STANDARD SHEETMETAL AND,274053,S0007327,Check,8/11/14 0:00,Paid,"$25,363.00 "
2015,5,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,STANDARD SHEETMETAL AND,274053,S0028180,Check,11/14/14 0:00,Paid,"$42,144.65 "
2014,7,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,SUPERIOR PROPERTY,328626,B0002804,Check,1/24/14 0:00,Paid,"$52,224.00 "
2014,7,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,SUPERIOR PROPERTY,328626,S0042304,Check,1/24/14 0:00,Paid,"$52,224.00 "
2015,2,HEALTH                                                      ,HTH212,BUILDINGS                                         ,,"DESIGNER BUILT SYSTEMS, INC.",306685,B0000601,Check,8/11/14 0:00,Paid,"$172,174.27 "
2015,3,HEALTH                                                      ,HTH212,BUILDINGS                                         ,,"DESIGNER BUILT SYSTEMS, INC.",306685,B0001043,Check,9/10/14 0:00,Paid,"$92,076.65 "
2015,3,HEALTH                                                      ,HTH212,BUILDINGS                                         ,,"DESIGNER BUILT SYSTEMS, INC.",306685,B0001043,Check,9/10/14 0:00,Paid,"$174,875.35 "
2015,3,HEALTH                                                      ,HTH212,BUILDINGS                                         ,,"DESIGNER BUILT SYSTEMS, INC.",306685,B0001089,Check,9/12/14 0:00,Paid,"$117,341.00 "
2014,10,HEALTH                                                      ,HTH212,BUILDINGS                                         ,,"DESIGNER BUILT SYSTEMS, INC.",306685,B0004247,Check,5/1/14 0:00,Paid,"$79,771.00 "
2014,10,HEALTH                                                      ,HTH212,BUILDINGS                                         ,,"DESIGNER BUILT SYSTEMS, INC.",306685,B0004247,Check,5/1/14 0:00,Paid,"$267,127.38 "
2014,11,HEALTH                                                      ,HTH212,BUILDINGS                                         ,,"DESIGNER BUILT SYSTEMS, INC.",306685,B0004543,Check,5/21/14 0:00,Paid,"$178,526.00 "
2014,12,HEALTH                                                      ,HTH212,BUILDINGS                                         ,,"DESIGNER BUILT SYSTEMS, INC.",306685,B0005160,Check,6/25/14 0:00,Paid,"$269,635.00 "
2014,12,HEALTH                                                      ,HTH212,BUILDINGS                                         ,,HILL-ROM,73782,B0004896,Check,6/17/14 0:00,Paid,"$66,095.94 "
2015,3,HEALTH                                                      ,HTH212,BUILDINGS                                         ,,"HILO MECHANICAL, INC.",9866,B0000989,Check,9/8/14 0:00,Paid,"$37,270.00 "
2014,10,HEALTH                                                      ,HTH212,BUILDINGS                                         ,,INTERNATIONAL CONTROLS SYSTEMS,321144,B0003875,Check,4/8/14 0:00,Paid,"$126,317.38 "
2014,12,HEALTH                                                      ,HTH212,BUILDINGS                                         ,,INTERNATIONAL CONTROLS SYSTEMS,321144,B0004913,Check,6/17/14 0:00,Paid,"$33,399.14 "
2014,12,HEALTH                                                      ,HTH212,BUILDINGS                                         ,,INTERNATIONAL CONTROLS SYSTEMS,321144,B0004913,Check,6/17/14 0:00,Paid,"$50,098.72 "
2014,12,HEALTH                                                      ,HTH212,BUILDINGS                                         ,,INTERNATIONAL CONTROLS SYSTEMS,321144,B0004913,Check,6/17/14 0:00,Paid,"$84,210.58 "
2015,5,HEALTH                                                      ,HTH212,BUILDINGS                                         ,,KONA COMMUNITY HOSPITAL,243410,B0002237,Check,11/24/14 0:00,Paid,"$122,059.22 "
2015,4,HEALTH                                                      ,HTH212,BUILDINGS                                         ,,"QUALITY BUILDERS, INC.",331995,B0001816,Check,10/27/14 0:00,Paid,"$27,815.72 "
2015,3,HUMAN SERVICES                                              ,HMS501,BUILDINGS                                         ,,BOYS & GIRLS CLUB OF HAWAII,266216,B0001036,Check,9/10/14 0:00,Paid,"$75,000.00 "
2015,3,HUMAN SERVICES                                              ,HMS501,BUILDINGS                                         ,,BOYS & GIRLS CLUB OF HAWAII,266216,B0001092,Check,9/15/14 0:00,Paid,"$150,000.00 "
2015,3,HUMAN SERVICES                                              ,HMS501,BUILDINGS                                         ,,BOYS & GIRLS CLUB OF HAWAII,266216,B0001401,Check,10/1/14 0:00,Paid,"$150,000.00 "
2015,3,HUMAN SERVICES                                              ,HMS501,BUILDINGS                                         ,,BOYS & GIRLS CLUB OF HAWAII,266216,B0001401,Check,10/1/14 0:00,Paid,"$150,000.00 "
2015,4,HUMAN SERVICES                                              ,HMS501,BUILDINGS                                         ,,BOYS & GIRLS CLUB OF HAWAII,266216,B0001810,Check,10/27/14 0:00,Paid,"$150,000.00 "
2015,6,HUMAN SERVICES                                              ,HMS501,BUILDINGS                                         ,,BOYS & GIRLS CLUB OF HAWAII,266216,B0002343,Check,12/3/14 0:00,Paid,"$150,000.00 "
2015,6,HUMAN SERVICES                                              ,HMS501,BUILDINGS                                         ,,BOYS & GIRLS CLUB OF HAWAII,266216,B0002810,Check,12/30/14 0:00,Paid,"$150,000.00 "
2015,3,PUBLIC SAFETY                                               ,PSD900,BUILDINGS                                         ,,SWEEPER METAL FABRICATORS CORP,331817,G0025037,Check,9/18/14 0:00,Paid,"$28,263.00 "
2015,1,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,ALAKA'I MECHANICAL CORPORATION,245808,S0000993,Check,7/9/14 0:00,Paid,"$52,000.00 "
2015,1,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,ALAKA'I MECHANICAL CORPORATION,245808,S0003298,Check,7/25/14 0:00,Paid,"$307,138.00 "
2015,2,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,ALAKA'I MECHANICAL CORPORATION,245808,S0008331,Check,8/14/14 0:00,Paid,"$480,347.00 "
2015,5,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,ALAKA'I MECHANICAL CORPORATION,245808,S0028181,Check,11/14/14 0:00,Paid,"$41,974.00 "
2015,1,DEFENSE                                                     ,DEF114,BUILDINGS                                         ,,"ISEMOTO CONTRACTING CO., LTD.",70628,B0000109,Check,7/10/14 0:00,Paid,"$28,628.00 "
2015,3,DEFENSE                                                     ,DEF114,BUILDINGS                                         ,,"ISEMOTO CONTRACTING CO., LTD.",70628,B0001087,Check,9/12/14 0:00,Paid,"$103,551.00 "
2014,7,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,"PAUL'S ELECTRICAL CONTRACTING,",301311,S0042456,Check,1/24/14 0:00,Paid,"$118,801.28 "
2014,12,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,"PAUL'S ELECTRICAL CONTRACTING,",301311,S0075448,Check,6/26/14 0:00,Paid,"$49,138.00 "
2015,3,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,TIME WARNER CABLE,319748,S0015339,Check,9/17/14 0:00,Paid,"$104,741.89 "
2015,3,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,TIME WARNER CABLE,319748,S0015339,Check,9/17/14 0:00,Paid,"$186,213.25 "
2015,3,DEFENSE                                                     ,TRN395,BUILDINGS                                         ,,TIME WARNER CABLE,319748,S0015339,Check,9/17/14 0:00,Paid,"$188,625.82 "
2015,3,ACCOUNTING AND GENERAL SERVICES                             ,AGS889,BUILDINGS                                         ,,"ABHE & SVOBODA, INC.",203391,B0001357,Check,9/29/14 0:00,Paid,"$108,455.00 "
2015,3,ACCOUNTING AND GENERAL SERVICES                             ,AGS889,BUILDINGS                                         ,,"ABHE & SVOBODA, INC.",203391,B0001357,Check,9/29/14 0:00,Paid,"$277,069.00 "
2015,6,ACCOUNTING AND GENERAL SERVICES                             ,AGS889,BUILDINGS                                         ,,"ABHE & SVOBODA, INC.",203391,B0002838,Check,1/2/15 0:00,Paid,"$59,518.00 "
2015,6,ACCOUNTING AND GENERAL SERVICES                             ,AGS889,BUILDINGS                                         ,,"ABHE & SVOBODA, INC.",203391,B0002838,Check,1/2/15 0:00,Paid,"$71,497.00 "
2015,6,ACCOUNTING AND GENERAL SERVICES                             ,PSD900,BUILDINGS                                         ,,"ALLIED PACIFIC BUILDERS, INC.",282678,B0002651,Check,12/22/14 0:00,Paid,"$101,699.42 "
2015,6,ACCOUNTING AND GENERAL SERVICES                             ,PSD900,BUILDINGS                                         ,,"ALLIED PACIFIC BUILDERS, INC.",282678,B0002651,Check,12/22/14 0:00,Paid,"$111,300.58 "
2015,6,ACCOUNTING AND GENERAL SERVICES                             ,PSD900,BUILDINGS                                         ,,"ALLIED PACIFIC BUILDERS, INC.",282678,B0002651,Check,12/22/14 0:00,Paid,"$160,300.00 "
2014,7,ACCOUNTING AND GENERAL SERVICES                             ,HTH907,BUILDINGS                                         ,,"ALLIED PACIFIC BUILDERS, INC.",282678,B0002931,Check,1/31/14 0:00,Paid,"$184,997.00 "
2014,9,ACCOUNTING AND GENERAL SERVICES                             ,HTH907,BUILDINGS                                         ,,"ALLIED PACIFIC BUILDERS, INC.",282678,B0003714,Check,3/27/14 0:00,Paid,"$450,677.00 "
2014,11,ACCOUNTING AND GENERAL SERVICES                             ,EDN407,BUILDINGS                                         ,,"ALLIED PACIFIC BUILDERS, INC.",282678,B0004473,Check,5/19/14 0:00,Paid,"$48,712.75 "
2014,11,ACCOUNTING AND GENERAL SERVICES                             ,EDN407,BUILDINGS                                         ,,"ALLIED PACIFIC BUILDERS, INC.",282678,B0004473,Check,5/19/14 0:00,Paid,"$75,497.00 "
2014,11,ACCOUNTING AND GENERAL SERVICES                             ,EDN407,BUILDINGS                                         ,,"ALLIED PACIFIC BUILDERS, INC.",282678,B0004473,Check,5/19/14 0:00,Paid,"$147,748.00 "
2014,12,ACCOUNTING AND GENERAL SERVICES                             ,HTH907,BUILDINGS                                         ,,"ALLIED PACIFIC BUILDERS, INC.",282678,B0005127,Check,6/24/14 0:00,Paid,"$101,076.00 "
2015,4,ACCOUNTING AND GENERAL SERVICES                             ,AGS221,BUILDINGS                                         ,,"ARISUMI BROTHERS, INC.",75499,B0001507,Check,10/7/14 0:00,Paid,"$62,619.00 "
2014,8,ACCOUNTING AND GENERAL SERVICES                             ,AGS221,BUILDINGS                                         ,,"ARISUMI BROTHERS, INC.",75499,G0063281,Check,2/19/14 0:00,Paid,"$56,950.00 "
2014,8,ACCOUNTING AND GENERAL SERVICES                             ,AGS221,BUILDINGS                                         ,,"BAUSKE ENVIRONMENTAL, INC.",267100,B0003022,Check,2/7/14 0:00,Paid,"$137,280.79 "
2014,9,ACCOUNTING AND GENERAL SERVICES                             ,DEF110,BUILDINGS                                         ,,"BAUSKE ENVIRONMENTAL, INC.",267100,B0003713,Check,3/27/14 0:00,Paid,"$153,340.00 "
